Lat,Lon,Elev,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Clust
33.1167,-117.1,183,1,1,0.832,0.28,0.094,0.021,0.009,0.022,0.061,0.129,0.606,0.961,4
40.8167,-124.1667,6,0.854,0.873,0.93,0.996,0.813,0.248,0.105,0.157,0.377,0.95,0.897,0.854,8
38.2667,-122.0667,12,0.932,0.97,1,0.862,0.23,0.078,0.037,0.035,0.097,0.427,0.994,1,7
34.7,-118.4333,933,1,1,1,0.631,0.129,0.032,0.017,0.023,0.062,0.161,0.792,1,7
36.3667,-120.15,87,1,0.881,0.427,0.168,0.04,0.008,0.005,0.007,0.026,0.12,0.504,0.939,4
38.7,-121.1667,107,0.969,0.996,1,0.914,0.254,0.084,0.043,0.042,0.108,0.457,0.999,1,7
34.0833,-117.5167,336,1,1,1,0.524,0.103,0.016,0.008,0.025,0.066,0.135,0.635,0.993,4
41.8667,-120.15,1372,1,1,0.906,0.872,0.431,0.238,0.11,0.114,0.212,0.629,1,1,7
39.5167,-123.7667,37,0.885,0.902,0.894,1,0.704,0.194,0.084,0.108,0.263,0.877,0.938,0.858,7
38.5167,-123.25,34,0.829,0.885,0.956,1,0.427,0.123,0.064,0.068,0.189,0.747,0.932,0.877,7
36.7833,-119.7167,101,1,1,0.856,0.238,0.068,0.015,0.006,0.009,0.046,0.168,0.687,1,4
37,-119.7167,125,1,1,1,0.714,0.174,0.056,0.027,0.024,0.074,0.256,0.883,1,7
37,-121.5667,59,1,1,1,0.776,0.203,0.075,0.044,0.043,0.089,0.294,0.921,1,7
35.7333,-118.7,957,1,1,0.707,0.234,0.075,0.022,0.012,0.02,0.054,0.154,0.692,1,4
36.7333,-118.9667,2012,1,1,1,0.988,0.392,0.15,0.097,0.086,0.142,0.365,0.977,1,7
39.2,-121.0667,731,0.631,0.648,0.743,0.991,0.685,0.174,0.067,0.066,0.21,0.775,0.792,0.601,7
38.4333,-122.8667,61,0.8,0.861,0.96,0.95,0.25,0.086,0.043,0.046,0.152,0.69,0.928,0.851,7
40.4833,-123.9167,125,0.839,0.799,0.869,0.988,0.898,0.271,0.112,0.169,0.405,0.963,0.886,0.883,8
36.1333,-117.95,1166,0.944,0.555,0.243,0.115,0.041,0.02,0.025,0.031,0.046,0.084,0.435,0.866,1
37.4667,-122.45,5,0.921,0.957,1,0.971,0.313,0.103,0.055,0.044,0.105,0.496,1,0.973,7
36.3167,-119.6333,75,1,0.887,0.421,0.173,0.049,0.01,0.005,0.008,0.037,0.113,0.481,0.934,4
41.8,-123.3833,341,0.693,0.697,0.912,1,0.722,0.225,0.094,0.126,0.322,0.915,0.755,0.755,7
40.9333,-121.55,919,0.593,0.624,0.948,1,0.683,0.222,0.093,0.101,0.279,0.839,0.916,0.724,7
33.7,-115.6333,418,0.353,0.22,0.145,0.069,0.027,0.015,0.039,0.073,0.067,0.076,0.166,0.302,1
38.6167,-122.8667,33,0.789,0.857,0.974,0.985,0.319,0.099,0.052,0.058,0.164,0.694,0.974,0.83,7
33.2333,-116.7667,823,1,1,1,0.932,0.288,0.072,0.071,0.119,0.134,0.244,0.792,1,7
37.9667,-119.7833,1180,0.669,0.72,0.925,1,0.531,0.164,0.079,0.072,0.185,0.652,0.923,0.812,7
36.85,-121.4167,84,1,1,1,0.74,0.19,0.069,0.039,0.034,0.083,0.277,0.907,1,7
37.2333,-119.2167,2140,0.932,0.704,0.999,1,0.566,0.179,0.109,0.096,0.174,0.524,1,0.958,7
33.75,-116.7,1640,1,1,1,1,0.529,0.164,0.15,0.192,0.219,0.347,0.906,1,7
32.85,-115.5667,-20,0.18,0.104,0.061,0.019,0.007,0.006,0.012,0.034,0.047,0.058,0.09,0.162,1
36.8,-118.2,1204,1,1,0.596,0.166,0.071,0.039,0.039,0.045,0.068,0.142,0.631,0.999,4
33.7167,-116.2167,-6,0.355,0.23,0.137,0.051,0.02,0.009,0.02,0.04,0.044,0.057,0.156,0.255,1
35.65,-117.8167,744,0.479,0.284,0.109,0.055,0.017,0.007,0.01,0.017,0.034,0.049,0.232,0.416,1
34.15,-115.1167,281,0.266,0.159,0.105,0.045,0.014,0.009,0.038,0.079,0.067,0.065,0.124,0.226,1
41.2667,-120.3,1646,1,1,0.979,0.851,0.625,0.251,0.119,0.117,0.216,0.651,1,1,7
37.95,-122.5667,39,0.716,0.971,0.991,0.922,0.247,0.086,0.043,0.042,0.124,0.588,0.939,0.838,7
35.4667,-118.7833,296,0.918,0.646,0.416,0.187,0.057,0.014,0.002,0.007,0.037,0.123,0.497,0.824,1
35.7833,-118.4333,824,1,1,0.637,0.211,0.07,0.027,0.023,0.031,0.057,0.148,0.692,1,4
36.2,-121.1167,98,1,0.999,1,0.877,0.221,0.07,0.039,0.038,0.088,0.339,0.963,1,7
41.5167,-124.0333,8,0.807,0.878,0.866,0.995,0.953,0.348,0.139,0.189,0.462,0.971,0.869,0.821,8
33.55,-117.7833,11,0.997,0.973,0.585,0.231,0.055,0.01,0.006,0.009,0.037,0.089,0.501,0.832,4
34.25,-117.1833,1586,1,1,1,0.87,0.258,0.077,0.079,0.111,0.134,0.233,0.816,1,7
39.0333,-122.9167,401,0.851,0.833,0.952,1,0.448,0.142,0.07,0.071,0.18,0.7,0.942,0.851,7
38.4833,-122,58,0.865,0.955,1,0.877,0.236,0.08,0.039,0.034,0.106,0.46,0.998,0.963,7
39.3167,-120.6333,1571,0.628,0.671,0.719,0.944,0.784,0.189,0.064,0.088,0.302,0.915,0.714,0.712,7
32.7667,-117.0167,162,0.978,0.768,0.559,0.246,0.069,0.019,0.014,0.021,0.044,0.124,0.505,0.81,4
34.7333,-118.2,713,0.996,0.829,0.443,0.139,0.031,0.008,0.01,0.014,0.038,0.097,0.416,0.808,4
41.7333,-121.5,1454,1,1,0.899,0.67,0.67,0.238,0.098,0.113,0.229,0.731,1,1,7
37.95,-119.1167,2072,1,1,0.932,0.579,0.472,0.276,0.156,0.138,0.217,0.581,0.976,1,7
36.3833,-119.0333,156,1,1,1,0.427,0.097,0.024,0.008,0.01,0.06,0.197,0.761,1,4
36.2,-119.05,128,1,1,0.829,0.257,0.078,0.017,0.006,0.01,0.058,0.182,0.687,1,4
37.7,-121.7833,146,1,1,1,0.828,0.228,0.082,0.043,0.041,0.092,0.359,0.963,1,7
36.6,-118.7333,2053,1,0.991,1,0.919,0.246,0.094,0.076,0.079,0.119,0.333,0.969,1,7
38.1,-121.2833,12,1,1,1,0.767,0.202,0.071,0.036,0.034,0.083,0.29,0.911,1,7
34.65,-120.45,29,1,1,1,0.696,0.13,0.026,0.012,0.02,0.065,0.196,0.757,1,7
33.8167,-118.15,8,0.996,0.918,0.504,0.215,0.053,0.01,0.007,0.014,0.037,0.092,0.555,0.827,4
33.9333,-118.4,30,1,1,0.628,0.201,0.049,0.01,0.007,0.02,0.054,0.127,0.624,0.909,4
34.0333,-118.3,56,1,1,0.884,0.258,0.062,0.011,0.007,0.02,0.059,0.128,0.645,0.965,4
37.05,-120.8667,37,1,1,0.701,0.198,0.049,0.009,0.006,0.011,0.062,0.195,0.75,1,4
36.9833,-120.9333,124,1,1,0.998,0.401,0.079,0.019,0.009,0.016,0.066,0.222,0.824,1,4
37.2333,-121.9667,111,0.916,0.984,1,0.94,0.271,0.088,0.05,0.042,0.097,0.426,0.993,1,7
36.95,-120.0333,82,1,1,0.827,0.246,0.062,0.014,0.006,0.008,0.041,0.182,0.748,1,4
40.55,-121.5833,1753,1,0.938,0.763,0.677,0.631,0.294,0.091,0.113,0.316,0.897,0.874,0.943,8
35.0833,-119.3833,206,0.997,0.852,0.478,0.208,0.064,0.016,0.007,0.015,0.053,0.123,0.494,0.84,4
38.7,-119.7833,1685,0.972,0.855,0.623,0.925,0.338,0.148,0.068,0.077,0.188,0.644,0.976,0.931,7
38.5,-122.1333,146,0.78,0.919,0.995,0.901,0.25,0.089,0.043,0.042,0.123,0.543,1,0.885,7
38.0167,-122.1167,12,0.955,1,1,0.863,0.233,0.086,0.043,0.04,0.097,0.433,0.991,1,7
39.15,-121.5833,17,0.975,0.99,1,0.82,0.202,0.073,0.031,0.03,0.101,0.446,0.993,1,7
41.25,-122.1333,1000,0.855,0.639,0.769,1,0.813,0.239,0.082,0.102,0.296,0.895,0.845,0.795,7
33.5667,-116.0833,-55,0.216,0.128,0.087,0.029,0.012,0.007,0.011,0.025,0.034,0.037,0.108,0.168,1
37.2833,-120.5167,47,1,1,0.96,0.315,0.074,0.016,0.006,0.008,0.042,0.187,0.781,1,4
40.35,-121.6167,1486,0.607,0.648,0.721,0.997,0.588,0.181,0.068,0.089,0.301,0.9,0.812,0.806,7
34.95,-115.55,1326,0.749,0.491,0.335,0.164,0.067,0.046,0.117,0.172,0.146,0.171,0.396,0.707,1
37.6167,-120.95,22,1,1,0.976,0.331,0.066,0.015,0.007,0.014,0.051,0.213,0.823,1,4
35.05,-118.1667,834,0.891,0.603,0.326,0.133,0.037,0.009,0.011,0.018,0.038,0.091,0.449,0.766,1
34.0167,-118.1,73,1,1,0.977,0.309,0.063,0.011,0.007,0.02,0.059,0.129,0.66,0.979,4
36.5833,-121.9167,117,0.87,0.963,0.991,0.964,0.276,0.092,0.054,0.049,0.132,0.488,1,0.927,7
35.3667,-120.85,35,1,1,1,0.89,0.255,0.083,0.048,0.048,0.107,0.319,0.918,1,7
35.4667,-115.55,1442,0.726,0.487,0.31,0.151,0.066,0.047,0.117,0.165,0.14,0.165,0.395,0.686,1
37.8833,-121.9333,661,0.928,0.929,1,0.968,0.305,0.104,0.056,0.05,0.114,0.494,1,0.959,7
37.35,-121.65,1282,0.859,0.923,0.975,1,0.624,0.182,0.101,0.091,0.171,0.609,0.966,0.834,7
41.3167,-122.3,1094,0.725,0.692,0.866,0.996,0.841,0.277,0.107,0.131,0.343,0.931,0.759,0.791,7
34.2333,-118.0667,1740,1,1,1,0.966,0.349,0.115,0.09,0.101,0.117,0.217,0.865,1,7
38.2833,-122.2667,11,0.912,0.926,1,0.88,0.228,0.081,0.039,0.04,0.122,0.526,1,0.908,7
34.7667,-114.6167,270,0.283,0.187,0.129,0.049,0.018,0.011,0.045,0.088,0.08,0.091,0.159,0.27,1
39.25,-121,848,0.69,0.633,0.718,0.981,0.606,0.143,0.04,0.048,0.213,0.809,0.843,0.589,7
37.5167,-122.0333,3,1,1,1,0.68,0.163,0.055,0.028,0.024,0.064,0.291,0.901,1,7
34.95,-119.6833,658,1,1,1,0.849,0.237,0.084,0.058,0.056,0.091,0.229,0.849,1,7
37.3167,-121.0167,27,1,1,0.875,0.231,0.052,0.014,0.007,0.01,0.057,0.201,0.803,1,4
33.6,-117.8833,3,0.999,0.983,0.566,0.221,0.054,0.011,0.007,0.01,0.044,0.092,0.515,0.851,4
37.8,-122.2667,9,0.995,0.998,1,0.82,0.169,0.045,0.018,0.021,0.075,0.407,0.985,1,7
33.2167,-117.4,3,0.998,0.932,0.581,0.235,0.066,0.013,0.006,0.01,0.044,0.099,0.508,0.845,4
34.45,-119.2333,229,0.994,0.992,1,0.818,0.181,0.046,0.021,0.025,0.06,0.18,0.819,1,7
36.6167,-119.3,131,1,1,1,0.492,0.108,0.027,0.009,0.011,0.059,0.198,0.775,1,4
41.3667,-124.0167,49,0.831,0.851,0.867,0.993,0.902,0.308,0.132,0.181,0.442,0.974,0.742,0.845,8
39.75,-122.2,77,0.989,0.995,1,0.763,0.202,0.078,0.029,0.038,0.102,0.401,0.991,1,7
41.3,-123.5333,122,0.835,0.894,0.919,1,0.649,0.228,0.104,0.14,0.342,0.938,0.907,0.879,8
39.5167,-121.55,52,0.87,0.896,0.994,0.965,0.274,0.078,0.02,0.029,0.129,0.611,0.979,0.942,7
34.2,-119.1833,15,1,1,1,0.468,0.074,0.013,0.007,0.009,0.034,0.124,0.725,1,4
37.6,-122.4667,145,0.909,0.986,1,0.969,0.326,0.117,0.068,0.056,0.115,0.497,0.999,0.992,7
34.5833,-118.1,791,1,0.836,0.398,0.15,0.034,0.008,0.011,0.018,0.031,0.074,0.469,0.835,4
33.8333,-116.5167,130,0.766,0.548,0.347,0.159,0.055,0.013,0.021,0.048,0.067,0.107,0.336,0.574,1
37.45,-122.1333,8,1,1,1,0.817,0.221,0.083,0.048,0.04,0.082,0.345,0.947,1,7
33.3833,-116.8333,1692,0.955,0.985,1,1,0.731,0.196,0.18,0.236,0.245,0.401,0.958,1,7
39.75,-121.6167,533,0.791,0.761,0.894,1,0.445,0.139,0.046,0.055,0.201,0.759,0.925,0.781,7
34.2833,-114.1667,225,0.287,0.181,0.118,0.041,0.013,0.01,0.04,0.076,0.082,0.092,0.166,0.278,1
34.15,-118.15,263,1,1,0.997,0.354,0.064,0.011,0.007,0.019,0.052,0.128,0.673,0.992,4
35.6167,-120.6833,213,1,1,1,0.746,0.174,0.057,0.03,0.03,0.067,0.224,0.818,1,7
35.6667,-120.6333,247,1,1,1,0.683,0.137,0.036,0.018,0.017,0.052,0.204,0.787,1,7
34.5,-117.9,930,1,0.924,0.438,0.2,0.059,0.018,0.022,0.031,0.048,0.103,0.552,0.94,4
38.2667,-122.65,9,0.73,0.896,0.985,0.903,0.236,0.088,0.043,0.043,0.128,0.605,0.986,0.899,7
36.4833,-121.1833,398,0.927,0.974,1,0.955,0.275,0.088,0.046,0.04,0.098,0.388,0.989,1,7
35.1667,-120.6833,12,1,1,1,0.844,0.235,0.081,0.049,0.049,0.105,0.283,0.865,1,7
38.7,-120.8167,564,0.809,0.849,0.917,1,0.437,0.123,0.06,0.062,0.192,0.672,0.959,0.862,7
38.7333,-120.7333,840,0.679,0.76,0.917,1,0.527,0.136,0.062,0.065,0.215,0.725,0.893,0.733,7
38.9,-123.7,30,0.83,0.816,0.919,1,0.649,0.178,0.081,0.086,0.224,0.818,0.928,0.863,7
34.0833,-117.7667,317,1,1,1,0.768,0.182,0.042,0.018,0.031,0.077,0.156,0.727,1,7
36.0667,-119.0167,120,1,1,0.557,0.224,0.07,0.016,0.006,0.01,0.057,0.16,0.61,0.987,4
39.8,-120.4667,1478,0.908,0.806,0.812,0.972,0.423,0.186,0.094,0.101,0.229,0.756,0.975,0.908,7
39.3667,-123.1333,309,0.82,0.873,0.988,1,0.525,0.146,0.059,0.068,0.182,0.715,0.949,0.835,7
36.1833,-120.7,701,0.985,0.988,1,0.981,0.341,0.115,0.065,0.055,0.098,0.363,0.976,1,7
39.9333,-120.95,1042,0.608,0.709,0.875,0.999,0.51,0.141,0.045,0.062,0.234,0.846,0.772,0.607,7
33.0167,-116.9167,448,1,1,1,0.589,0.134,0.034,0.033,0.058,0.086,0.176,0.705,0.999,4
35.3667,-117.65,1088,0.534,0.289,0.124,0.068,0.025,0.014,0.025,0.039,0.047,0.065,0.291,0.486,1
40.15,-122.25,106,0.906,0.982,1,0.86,0.266,0.115,0.049,0.06,0.165,0.531,1,0.976,7
40.5167,-122.3,151,0.799,0.878,0.966,0.992,0.392,0.146,0.056,0.076,0.223,0.683,0.97,0.87,7
34.05,-117.1833,402,1,1,0.971,0.367,0.115,0.023,0.013,0.031,0.074,0.151,0.617,0.987,4
37.4833,-122.2333,9,1,1,1,0.9,0.259,0.096,0.054,0.048,0.089,0.399,0.98,1,7
40.0333,-123.8,152,0.835,0.876,0.86,1,0.849,0.24,0.099,0.142,0.344,0.953,0.787,0.819,8
37.6167,-122.3667,6,0.984,1,1,0.891,0.242,0.084,0.045,0.042,0.093,0.421,0.989,1,7
33.95,-117.3833,256,1,1,0.845,0.267,0.078,0.013,0.007,0.02,0.058,0.122,0.565,0.947,4
33.9667,-117.35,301,1,1,0.828,0.272,0.079,0.013,0.007,0.02,0.058,0.121,0.554,0.945,4
38.5,-121.5,5,1,1,1,0.766,0.201,0.076,0.041,0.039,0.084,0.322,0.952,1,7
38.55,-121.4167,12,1,1,1,0.792,0.212,0.077,0.041,0.038,0.083,0.313,0.952,1,7
39.4333,-120.2333,1931,1,1,1,0.885,0.653,0.449,0.191,0.15,0.271,0.786,0.975,0.993,7
38.5,-122.4667,69,0.848,0.824,0.986,0.964,0.295,0.102,0.052,0.052,0.148,0.624,0.981,0.949,7
36.6667,-121.6667,14,1,1,1,0.91,0.258,0.094,0.053,0.05,0.112,0.356,0.968,1,7
36.6667,-121.6,23,1,1,1,0.897,0.251,0.093,0.052,0.049,0.104,0.351,0.964,1,7
38.5,-120.2167,1128,0.628,0.638,0.841,0.985,0.519,0.158,0.066,0.067,0.205,0.743,0.865,0.719,7
34.1333,-117.25,347,1,1,0.632,0.256,0.087,0.02,0.012,0.025,0.064,0.125,0.526,0.927,4
34.75,-118.7167,1375,1,1,1,0.735,0.158,0.036,0.019,0.028,0.059,0.163,0.818,1,7
32.7333,-117.1667,4,0.85,0.648,0.474,0.201,0.057,0.017,0.008,0.009,0.034,0.108,0.429,0.686,1
37.7333,-122.5,2,0.948,0.995,1,0.924,0.272,0.102,0.053,0.047,0.108,0.473,0.997,1,7
37.6167,-122.4,2,0.954,1,1,0.918,0.265,0.094,0.051,0.045,0.097,0.445,0.994,1,7
37.7667,-122.4333,53,0.935,0.986,1,0.928,0.257,0.086,0.042,0.039,0.102,0.481,0.999,1,7
34.1,-118.1,137,1,1,1,0.478,0.078,0.012,0.007,0.021,0.065,0.141,0.696,0.996,4
37.3,-122.3667,84,0.907,0.957,0.995,0.975,0.316,0.107,0.061,0.053,0.122,0.524,1,0.913,7
33.7833,-116.9667,475,1,1,0.862,0.308,0.106,0.024,0.023,0.039,0.089,0.161,0.57,0.94,4
37.3667,-121.9,20,1,1,1,0.79,0.205,0.074,0.043,0.041,0.084,0.322,0.936,1,7
37.05,-121.05,84,1,1,1,0.456,0.092,0.023,0.01,0.012,0.066,0.225,0.838,1,4
35.3,-120.6667,96,1,1,1,0.87,0.25,0.09,0.056,0.05,0.106,0.296,0.888,1,7
33.1,-117,128,1,1,0.822,0.295,0.098,0.023,0.014,0.027,0.062,0.13,0.577,0.944,4
38,-122.5333,37,0.835,0.914,0.985,0.906,0.234,0.082,0.037,0.036,0.12,0.597,0.951,0.845,7
33.75,-117.8667,41,1,1,0.646,0.234,0.055,0.01,0.007,0.014,0.039,0.099,0.534,0.871,4
34.4167,-119.6833,2,1,1,1,0.884,0.259,0.095,0.059,0.057,0.087,0.217,0.837,1,7
34.4333,-119.85,3,1,1,1,0.842,0.226,0.082,0.05,0.043,0.071,0.204,0.811,1,7
36.9833,-121.9833,40,0.899,0.968,1,0.993,0.37,0.115,0.064,0.06,0.131,0.481,1,0.937,7
34.9167,-120.4667,77,1,1,1,0.535,0.087,0.015,0.008,0.013,0.064,0.193,0.707,1,4
34,-118.5,4,1,1,0.766,0.229,0.054,0.01,0.007,0.015,0.046,0.119,0.643,0.95,4
34.3167,-119.1333,72,1,1,1,0.72,0.158,0.039,0.017,0.015,0.045,0.151,0.785,1,7
38.45,-122.7167,51,0.79,0.926,0.99,0.965,0.288,0.099,0.046,0.045,0.147,0.652,0.968,0.784,7
40.4833,-124.1,41,0.814,0.839,0.888,0.99,0.779,0.219,0.1,0.16,0.389,0.972,0.929,0.813,8
40.7167,-122.4167,328,0.766,0.746,0.931,1,0.518,0.168,0.058,0.077,0.245,0.756,0.885,0.767,7
40.0333,-124.0667,75,0.846,0.805,0.881,0.975,0.884,0.253,0.109,0.163,0.391,0.963,0.849,0.85,8
39.5667,-120.6167,1292,0.667,0.665,0.72,0.989,0.634,0.169,0.064,0.085,0.264,0.874,0.721,0.649,7
39.5833,-120.3667,1516,0.905,0.698,0.779,0.984,0.332,0.127,0.052,0.075,0.225,0.783,0.882,0.864,7
38.3,-122.4667,30,0.833,0.919,1,0.984,0.347,0.117,0.06,0.055,0.137,0.592,0.996,0.858,7
37.9667,-120.3833,511,0.818,0.889,0.986,1,0.395,0.108,0.05,0.057,0.149,0.581,0.944,0.924,7
37.5,-119.65,1560,0.683,0.716,0.945,1,0.638,0.193,0.101,0.086,0.194,0.629,0.976,0.882,7
37.9,-121.2333,7,1,1,1,0.525,0.106,0.028,0.015,0.018,0.065,0.241,0.869,1,7
38,-121.3167,4,1,1,1,0.638,0.144,0.046,0.02,0.022,0.072,0.266,0.886,1,7
39.5833,-122.5333,244,0.903,0.928,1,0.937,0.299,0.118,0.054,0.06,0.141,0.538,1,0.917,7
39.5667,-121.1,1161,0.734,0.626,0.691,0.977,0.786,0.203,0.066,0.077,0.258,0.895,0.65,0.661,7
33.7167,-117.1833,433,1,1,0.739,0.275,0.087,0.021,0.018,0.027,0.061,0.121,0.538,0.906,4
40.4167,-120.6667,1275,1,0.914,0.919,0.811,0.29,0.144,0.065,0.067,0.172,0.617,1,1,7
39.1667,-120.15,1899,1,1,0.961,0.763,0.68,0.231,0.094,0.099,0.229,0.747,0.919,0.924,7
35.1333,-118.45,1224,1,1,0.735,0.245,0.077,0.025,0.028,0.037,0.053,0.143,0.733,1,4
35.0167,-118.75,434,1,1,0.653,0.258,0.073,0.016,0.002,0.008,0.045,0.147,0.654,0.986,4
40.8667,-120.4333,1615,1,1,0.892,0.728,0.245,0.137,0.064,0.073,0.169,0.583,1,1,7
33.6333,-116.1667,-34,0.34,0.217,0.136,0.051,0.02,0.009,0.02,0.04,0.044,0.057,0.156,0.253,1
36.4667,-118.8667,347,1,1,1,0.67,0.165,0.051,0.023,0.022,0.068,0.218,0.841,1,7
38.45,-120.5,718,0.682,0.662,0.816,1,0.52,0.134,0.054,0.057,0.19,0.711,0.878,0.753,7
33.8,-118.3333,34,1,0.994,0.55,0.205,0.051,0.01,0.007,0.02,0.053,0.118,0.605,0.881,4
37.7,-121.4333,43,1,1,1,0.584,0.131,0.038,0.017,0.021,0.067,0.263,0.891,1,7
37.8,-121.5833,19,1,1,1,0.535,0.12,0.033,0.014,0.019,0.06,0.266,0.879,1,7
40.7333,-122.8,567,0.661,0.67,0.881,1,0.564,0.204,0.088,0.104,0.28,0.853,0.855,0.746,7
35.7667,-117.3833,517,0.231,0.136,0.034,0.015,0.007,0.006,0.01,0.016,0.026,0.02,0.085,0.17,1
39.3333,-120.1833,1835,1,1,0.968,0.818,0.819,0.322,0.119,0.112,0.24,0.757,0.959,0.965,7
41.95,-121.4667,1230,1,0.987,0.91,0.964,0.464,0.233,0.112,0.12,0.217,0.668,1,1,7
37.5,-120.85,35,1,1,0.952,0.294,0.062,0.014,0.007,0.014,0.051,0.212,0.816,1,4
33.7,-117.75,72,1,1,0.78,0.261,0.064,0.011,0.007,0.014,0.039,0.099,0.534,0.893,4
34.1333,-116.0333,602,0.585,0.379,0.252,0.126,0.049,0.019,0.044,0.081,0.083,0.105,0.278,0.496,1
38.7167,-120.0333,2438,1,0.811,0.544,0.994,0.809,0.636,0.573,0.19,0.288,0.791,0.986,1,8
34.9833,-120.3167,177,1,1,1,0.681,0.127,0.03,0.017,0.02,0.069,0.191,0.728,1,7
39.15,-123.2167,193,0.888,0.832,0.902,1,0.429,0.132,0.061,0.07,0.194,0.74,0.962,0.856,7
34.0667,-118.45,131,1,1,0.928,0.286,0.066,0.011,0.007,0.019,0.047,0.122,0.689,0.991,4
37.7667,-122.1667,120,1,1,1,0.871,0.246,0.094,0.058,0.049,0.097,0.41,0.982,1,7
38.4,-121.9667,34,0.853,0.939,1,0.777,0.182,0.058,0.027,0.025,0.096,0.428,0.995,0.964,7
34.5333,-117.3,871,0.781,0.496,0.299,0.166,0.064,0.014,0.021,0.038,0.043,0.089,0.419,0.734,1
36.3333,-119.3,99,1,1,0.696,0.224,0.065,0.015,0.006,0.009,0.046,0.164,0.621,0.995,4
33.2333,-117.2333,155,1,1,0.75,0.269,0.082,0.02,0.009,0.021,0.055,0.125,0.584,0.937,4
38.7167,-123,68,0.868,0.847,0.953,0.997,0.362,0.11,0.055,0.06,0.177,0.714,0.943,0.871,7
35.6,-119.35,105,0.777,0.582,0.346,0.153,0.044,0.013,0.006,0.008,0.036,0.089,0.338,0.635,1
36.9333,-121.7667,29,0.984,1,1,0.864,0.193,0.05,0.024,0.024,0.089,0.341,0.963,1,7
40.7333,-122.9333,622,0.7,0.713,0.869,1,0.671,0.232,0.104,0.118,0.296,0.876,0.74,0.692,7
41.4333,-122.3833,1094,0.906,0.735,0.826,1,0.672,0.246,0.111,0.134,0.296,0.866,0.817,0.869,7
40.6167,-122.5333,395,0.706,0.688,0.895,0.972,0.312,0.121,0.041,0.069,0.233,0.769,0.883,0.791,7
36.2667,-117.1833,1250,0.51,0.315,0.126,0.073,0.031,0.024,0.039,0.05,0.054,0.065,0.266,0.468,1
39.4167,-123.35,411,0.866,0.841,0.96,1,0.551,0.17,0.076,0.088,0.226,0.803,0.952,0.832,7
40.95,-123.6333,141,0.878,0.897,0.905,1,0.628,0.192,0.085,0.122,0.318,0.924,0.896,0.86,7
39.5167,-122.3,71,1,1,1,0.76,0.217,0.093,0.043,0.048,0.104,0.381,0.981,1,7
38.5167,-121.9667,41,0.9,0.97,1,0.794,0.195,0.072,0.036,0.032,0.103,0.445,0.996,0.957,7
38.7833,-119.8,1722,1,0.984,0.819,0.919,0.605,0.239,0.12,0.116,0.217,0.644,0.995,0.971,7
38.6833,-121.8,21,0.978,0.994,1,0.738,0.161,0.05,0.019,0.017,0.078,0.367,0.976,1,7
37.4333,-122.25,116,0.93,0.999,1,0.964,0.317,0.112,0.063,0.053,0.11,0.469,0.997,1,7
37.75,-119.5833,1209,0.88,0.796,0.829,0.999,0.432,0.178,0.106,0.101,0.205,0.648,0.968,0.883,7
41.7,-122.6333,800,0.875,0.994,1,1,0.595,0.255,0.129,0.138,0.256,0.732,0.996,0.901,7
40.15,-103.15,1384,0,0.318,0.661,0.422,0.586,0.457,0.435,0.353,0.289,0.348,0.47,0.19,5
40.1667,-103.2333,1421,0,0.296,0.668,0.412,0.574,0.45,0.431,0.352,0.289,0.348,0.469,0.165,5
37.4333,-105.8667,2296,0,0,0.527,0.284,0.14,0.133,0.202,0.24,0.262,0.309,0.265,0,5
39.5,-108.3833,1731,0.004,0.244,0.948,0.547,0.295,0.159,0.162,0.213,0.291,0.498,0.839,0.209,5
39,-105.9,2719,0.089,0.057,0.035,0.64,0.897,0.354,0.414,0.479,0.451,0.5,0.319,0.026,9
39.1833,-106.8333,2488,0.081,0.047,0.026,0.64,0.723,0.577,0.473,0.488,0.559,0.726,0.467,0.143,9
39.4,-105.4833,2356,0.026,0.015,0.063,0.897,0.922,0.525,0.466,0.487,0.448,0.471,0.471,0.01,9
39.8,-105.7833,3448,0,0.056,0.096,0.052,0.777,0.854,0.856,0.672,0.684,0.616,0.061,0.022,9
37.4333,-105.5167,2362,0,0,0.514,0.613,0.232,0.208,0.299,0.36,0.328,0.367,0.372,0,5
38.4667,-107.1667,2316,0.043,0.066,0.062,0.885,0.617,0.193,0.289,0.364,0.42,0.579,0.459,0.024,9
39.65,-102.1167,1133,0,0.659,0.563,0.445,0.582,0.465,0.4,0.373,0.352,0.405,0.538,0.257,5
40,-105.2667,1671,0.011,0.725,0.953,0.618,0.595,0.395,0.337,0.32,0.4,0.51,0.863,0.646,5
40.65,-104.3333,1473,0,0.442,0.619,0.45,0.541,0.428,0.356,0.322,0.344,0.382,0.509,0.197,5
39.95,-104.8333,1529,0.135,0.765,0.509,0.493,0.54,0.342,0.314,0.288,0.32,0.412,0.656,0.59,5
40.8,-108.9167,1632,0,0,0.792,0.526,0.21,0.146,0.118,0.139,0.222,0.415,0.536,0.007,5
40.6167,-105.3,2255,0.076,0.048,0.125,0.872,0.795,0.543,0.426,0.384,0.46,0.628,0.697,0.108,9
38.8167,-106.1333,2422,0.004,0.002,0.133,0.885,0.74,0.326,0.364,0.407,0.377,0.407,0.413,0.006,9
39.25,-102.2833,1283,0,0.628,0.421,0.393,0.562,0.436,0.364,0.363,0.371,0.369,0.456,0.226,5
